Tiempo	Potencia Disponible	VE1	VE2	VE3	VE4	VE5
2024-10-12 04:45	14287.500000000002	0.82	0.0	1.0	0.81	1.0
2024-10-12 05:00	11859.999999999998	0.85	0.0	1.0	0.83	1.0
2024-10-12 05:15	15922.500000000002	0.87	0.0	1.0	0.85	1.0
2024-10-12 05:30	18350.0	0.89	0.0	1.0	0.87	1.0
2024-10-12 05:45	16732.5	0.91	0.0	1.0	0.89	1.0
2024-10-12 06:00	16840.0	0.93	0.0	1.0	0.91	1.0
2024-10-12 06:15	19725.0	0.96	0.0	1.0	0.93	1.0
2024-10-12 06:30	13217.5	0.98	0.0	1.0	0.95	1.0
2024-10-12 06:45	21870.0	1.0	0.0	1.0	0.98	1.0
2024-10-12 07:00	19105.0	1.0	0.0	1.0	1.0	1.0
2024-10-12 07:15	16490.0	1.0	0.02	1.0	1.0	1.0
2024-10-12 07:30	15642.5	1.0	0.05	1.0	1.0	1.0
2024-10-12 07:45	14212.500000000002	1.0	0.07	1.0	1.0	1.0
2024-10-12 08:00	15535.0	1.0	0.05	1.0	1.0	0.98
2024-10-12 08:15	161024.99999999997	1.0	0.02	1.0	1.0	0.95
2024-10-12 08:30	188725.0	1.0	0.0	1.0	1.0	0.93
2024-10-12 08:45	108499.99999999999	1.0	0.0	1.0	0.98	0.9
2024-10-12 09:00	166075.0	1.0	0.02	1.0	0.96	0.92
2024-10-12 09:15	171100.0	0.97	0.0	1.0	0.94	0.94
2024-10-12 09:30	187175.0	0.94	0.0	1.0	0.91	0.96
2024-10-12 09:45	170025.0	0.91	0.0	1.0	0.89	0.98
2024-10-12 10:00	158949.99999999997	0.88	0.02	1.0	0.87	1.0
2024-10-12 10:15	184350.0	0.85	0.05	1.0	0.85	1.0
2024-10-12 10:30	112350.0	0.81	0.07	0.97	0.83	1.0
2024-10-12 10:45	141000.0	0.78	0.1	0.93	0.81	0.98
2024-10-12 11:00	177300.0	0.75	0.12	0.95	0.78	0.95
2024-10-12 11:15	158600.0	0.72	0.14	0.98	0.76	0.93
2024-10-12 11:30	161625.0	0.69	0.17	1.0	0.74	0.93
2024-10-12 11:45	174549.99999999997	0.66	0.19	1.0	0.72	0.95
2024-10-12 12:00	127225.0	0.66	0.22	1.0	0.7	0.97
2024-10-12 12:15	111024.99999999999	0.66	0.24	1.0	0.68	0.99
2024-10-12 12:30	160225.0	0.66	0.26	1.0	0.66	1.0
2024-10-12 12:45	130000.0	0.63	0.29	1.0	0.63	1.0
2024-10-12 13:00	161075.0	0.6	0.31	1.0	0.65	1.0
2024-10-12 13:15	138350.00000000003	0.57	0.34	1.0	0.68	1.0
2024-10-12 13:30	125850.00000000001	0.54	0.36	1.0	0.7	1.0
2024-10-12 13:45	165125.0	0.51	0.38	1.0	0.72	0.98
2024-10-12 14:00	167974.99999999997	0.47	0.41	0.97	0.74	0.95
2024-10-12 14:15	149000.00000000003	0.44	0.38	0.93	0.71	0.93
2024-10-12 14:30	78199.99999999999	0.41	0.36	0.9	0.69	0.9
2024-10-12 14:45	188650.0	0.38	0.33	0.92	0.67	0.88
2024-10-12 15:00	188300.0	0.35	0.31	0.88	0.65	0.85
2024-10-12 15:15	129425.00000000001	0.32	0.28	0.85	0.63	0.83
2024-10-12 15:30	177800.0	0.29	0.26	0.81	0.61	0.8
2024-10-12 15:45	126750.0	0.26	0.23	0.78	0.59	0.78
2024-10-12 16:00	170300.0	0.23	0.21	0.74	0.56	0.75
2024-10-12 16:15	196850.0	0.2	0.18	0.71	0.54	0.73
2024-10-12 16:30	174525.0	0.17	0.16	0.67	0.52	0.7
2024-10-12 16:45	181425.0	0.13	0.13	0.64	0.5	0.72
2024-10-12 17:00	109550.00000000001	0.16	0.1	0.64	0.48	0.74
2024-10-12 17:15	170375.0	0.18	0.08	0.64	0.46	0.77
2024-10-12 17:30	156750.0	0.2	0.05	0.64	0.44	0.79
2024-10-12 17:45	166725.0	0.17	0.03	0.66	0.44	0.81
2024-10-12 18:00	129224.99999999999	0.14	0.0	0.69	0.44	0.83
2024-10-12 18:15	136500.0	0.11	0.0	0.71	0.41	0.85
2024-10-12 18:30	182200.0	0.08	0.0	0.73	0.39	0.87
2024-10-12 18:45	137175.0	0.08	0.0	0.76	0.37	0.89
2024-10-12 19:00	125775.00000000003	0.08	0.0	0.78	0.35	0.91
2024-10-12 19:15	110950.0	0.08	0.0	0.81	0.33	0.93
2024-10-12 19:30	123775.0	0.08	0.0	0.83	0.31	0.95
2024-10-12 19:45	152850.0	0.08	0.0	0.85	0.28	0.97
2024-10-12 20:00	153399.99999999997	0.08	0.0	0.88	0.26	1.0
2024-10-12 20:15	136950.00000000003	0.08	0.0	0.9	0.24	1.0
2024-10-12 20:30	162925.0	0.1	0.0	0.92	0.22	1.0
2024-10-12 20:45	149975.00000000003	0.12	0.0	0.95	0.22	1.0
2024-10-12 21:00	108800.00000000001	0.14	0.0	0.97	0.22	1.0
2024-10-12 21:15	183200.0	0.16	0.0	1.0	0.22	1.0
2024-10-12 21:30	116600.00000000001	0.19	0.0	1.0	0.22	1.0
2024-10-12 21:45	156950.0	0.21	0.0	1.0	0.24	1.0
2024-10-12 22:00	114550.00000000001	0.23	0.0	1.0	0.26	1.0
2024-10-12 22:15	141025.0	0.25	0.0	1.0	0.28	1.0
2024-10-12 22:30	217725.0	0.27	0.0	1.0	0.3	1.0
2024-10-12 22:45	189149.99999999997	0.3	0.0	1.0	0.32	1.0
2024-10-12 23:00	208800.0	0.32	0.0	1.0	0.34	1.0
2024-10-12 23:15	144200.0	0.34	0.0	1.0	0.36	1.0
2024-10-12 23:30	213650.0	0.36	0.0	1.0	0.38	1.0
2024-10-12 23:45	191600.0	0.38	0.0	1.0	0.4	1.0
2024-10-13 00:00	99399.99999999999	0.41	0.0	1.0	0.42	1.0
2024-10-13 00:15	91549.99999999999	0.43	0.0	1.0	0.44	1.0
2024-10-13 00:30	150550.00000000003	0.45	0.0	1.0	0.47	1.0
2024-10-13 00:45	158675.0	0.47	0.0	1.0	0.49	1.0
2024-10-13 01:00	15500.0	0.49	0.0	1.0	0.51	1.0
2024-10-13 01:15	14287.500000000002	0.52	0.0	1.0	0.53	1.0
2024-10-13 01:30	12025.000000000002	0.54	0.0	1.0	0.55	1.0
2024-10-13 01:45	14882.5	0.56	0.0	1.0	0.57	1.0
2024-10-13 02:00	15992.5	0.58	0.0	1.0	0.59	1.0
2024-10-13 02:15	12465.000000000002	0.6	0.0	1.0	0.61	1.0
2024-10-13 02:30	11340.000000000002	0.63	0.0	1.0	0.63	1.0
2024-10-13 02:45	20655.000000000004	0.65	0.0	1.0	0.65	1.0
2024-10-13 03:00	11755.000000000002	0.67	0.0	1.0	0.67	1.0
2024-10-13 03:15	16610.0	0.69	0.0	1.0	0.69	1.0
2024-10-13 03:30	18147.5	0.71	0.0	1.0	0.71	1.0
2024-10-13 03:45	15560.000000000002	0.74	0.0	1.0	0.73	1.0
2024-10-13 04:00	13300.000000000002	0.76	0.0	1.0	0.75	1.0
2024-10-13 04:15	13430.000000000002	0.78	0.0	1.0	0.77	1.0
2024-10-13 04:30	17255.0	0.8	0.0	1.0	0.79	1.0
2024-10-13 04:45	14287.500000000002	0.82	0.0	1.0	0.81	1.0
2024-10-13 05:00	11859.999999999998	0.85	0.0	1.0	0.83	1.0
2024-10-13 05:15	15922.500000000002	0.87	0.0	1.0	0.85	1.0
2024-10-13 05:30	18350.0	0.89	0.0	1.0	0.87	1.0
2024-10-13 05:45	16732.5	0.91	0.0	1.0	0.89	1.0
2024-10-13 06:00	16840.0	0.93	0.0	1.0	0.91	1.0
2024-10-13 06:15	19725.0	0.96	0.0	1.0	0.93	1.0
2024-10-13 06:30	13217.5	0.98	0.0	1.0	0.95	1.0
2024-10-13 06:45	21870.0	1.0	0.0	1.0	0.98	1.0
2024-10-13 07:00	19105.0	1.0	0.0	1.0	1.0	1.0
2024-10-13 07:15	16490.0	1.0	0.02	1.0	1.0	1.0
2024-10-13 07:30	15642.5	1.0	0.05	1.0	1.0	1.0
2024-10-13 07:45	14212.500000000002	1.0	0.07	1.0	1.0	1.0
2024-10-13 08:00	15535.0	1.0	0.05	1.0	1.0	0.98
2024-10-13 08:15	161024.99999999997	1.0	0.02	1.0	1.0	0.95
2024-10-13 08:30	188725.0	1.0	0.0	1.0	1.0	0.93
2024-10-13 08:45	108499.99999999999	1.0	0.0	1.0	0.98	0.9
2024-10-13 09:00	166075.0	1.0	0.02	1.0	0.96	0.92
2024-10-13 09:15	171100.0	0.97	0.0	1.0	0.94	0.94
2024-10-13 09:30	187175.0	0.94	0.0	1.0	0.91	0.96
2024-10-13 09:45	170025.0	0.91	0.0	1.0	0.89	0.98
2024-10-13 10:00	158949.99999999997	0.88	0.02	1.0	0.87	1.0
2024-10-13 10:15	184350.0	0.85	0.05	1.0	0.85	1.0
2024-10-13 10:30	112350.0	0.81	0.07	0.97	0.83	1.0
2024-10-13 10:45	141000.0	0.78	0.1	0.93	0.81	0.98
2024-10-13 11:00	177300.0	0.75	0.12	0.95	0.78	0.95
2024-10-13 11:15	158600.0	0.72	0.14	0.98	0.76	0.93
2024-10-13 11:30	161625.0	0.69	0.17	1.0	0.74	0.93
2024-10-13 11:45	174549.99999999997	0.66	0.19	1.0	0.72	0.95
2024-10-13 12:00	127225.0	0.66	0.22	1.0	0.7	0.97
2024-10-13 12:15	111024.99999999999	0.66	0.24	1.0	0.68	0.99
2024-10-13 12:30	160225.0	0.66	0.26	1.0	0.66	1.0
2024-10-13 12:45	130000.0	0.63	0.29	1.0	0.63	1.0
2024-10-13 13:00	161075.0	0.6	0.31	1.0	0.65	1.0
2024-10-13 13:15	138350.00000000003	0.57	0.34	1.0	0.68	1.0
2024-10-13 13:30	125850.00000000001	0.54	0.36	1.0	0.7	1.0
2024-10-13 13:45	165125.0	0.51	0.38	1.0	0.72	0.98
2024-10-13 14:00	167974.99999999997	0.47	0.41	0.97	0.74	0.95
2024-10-13 14:15	149000.00000000003	0.44	0.38	0.93	0.71	0.93
2024-10-13 14:30	78199.99999999999	0.41	0.36	0.9	0.69	0.9
2024-10-13 14:45	188650.0	0.38	0.33	0.92	0.67	0.88
2024-10-13 15:00	188300.0	0.35	0.31	0.88	0.65	0.85
2024-10-13 15:15	129425.00000000001	0.32	0.28	0.85	0.63	0.83
2024-10-13 15:30	177800.0	0.29	0.26	0.81	0.61	0.8
2024-10-13 15:45	126750.0	0.26	0.23	0.78	0.59	0.78
2024-10-13 16:00	170300.0	0.23	0.21	0.74	0.56	0.75
2024-10-13 16:15	196850.0	0.2	0.18	0.71	0.54	0.73
2024-10-13 16:30	174525.0	0.17	0.16	0.67	0.52	0.7
2024-10-13 16:45	181425.0	0.13	0.13	0.64	0.5	0.72
2024-10-13 17:00	109550.00000000001	0.16	0.1	0.64	0.48	0.74
2024-10-13 17:15	170375.0	0.18	0.08	0.64	0.46	0.77
2024-10-13 17:30	156750.0	0.2	0.05	0.64	0.44	0.79
2024-10-13 17:45	166725.0	0.17	0.03	0.66	0.44	0.81
2024-10-13 18:00	129224.99999999999	0.14	0.0	0.69	0.44	0.83
2024-10-13 18:15	136500.0	0.11	0.0	0.71	0.41	0.85
2024-10-13 18:30	182200.0	0.08	0.0	0.73	0.39	0.87
2024-10-13 18:45	137175.0	0.08	0.0	0.76	0.37	0.89
2024-10-13 19:00	125775.00000000003	0.08	0.0	0.78	0.35	0.91
2024-10-13 19:15	110950.0	0.08	0.0	0.81	0.33	0.93
2024-10-13 19:30	123775.0	0.08	0.0	0.83	0.31	0.95
2024-10-13 19:45	152850.0	0.08	0.0	0.85	0.28	0.97
2024-10-13 20:00	153399.99999999997	0.08	0.0	0.88	0.26	1.0
2024-10-13 20:15	136950.00000000003	0.08	0.0	0.9	0.24	1.0
2024-10-13 20:30	162925.0	0.1	0.0	0.92	0.22	1.0
2024-10-13 20:45	149975.00000000003	0.12	0.0	0.95	0.22	1.0
2024-10-13 21:00	108800.00000000001	0.14	0.0	0.97	0.22	1.0
2024-10-13 21:15	183200.0	0.16	0.0	1.0	0.22	1.0
2024-10-13 21:30	116600.00000000001	0.19	0.0	1.0	0.22	1.0
2024-10-13 21:45	156950.0	0.21	0.0	1.0	0.24	1.0
2024-10-13 22:00	114550.00000000001	0.23	0.0	1.0	0.26	1.0
2024-10-13 22:15	141025.0	0.25	0.0	1.0	0.28	1.0
2024-10-13 22:30	217725.0	0.27	0.0	1.0	0.3	1.0
2024-10-13 22:45	189149.99999999997	0.3	0.0	1.0	0.32	1.0
2024-10-13 23:00	208800.0	0.32	0.0	1.0	0.34	1.0
2024-10-13 23:15	144200.0	0.34	0.0	1.0	0.36	1.0
2024-10-13 23:30	213650.0	0.36	0.0	1.0	0.38	1.0
2024-10-13 23:45	191600.0	0.38	0.0	1.0	0.4	1.0
2024-10-14 00:00	99399.99999999999	0.41	0.0	1.0	0.42	1.0
2024-10-14 00:15	91549.99999999999	0.43	0.0	1.0	0.44	1.0
2024-10-14 00:30	150550.00000000003	0.45	0.0	1.0	0.47	1.0
2024-10-14 00:45	158675.0	0.47	0.0	1.0	0.49	1.0
2024-10-14 01:00	15500.0	0.49	0.0	1.0	0.51	1.0
2024-10-14 01:15	14287.500000000002	0.52	0.0	1.0	0.53	1.0
2024-10-14 01:30	12025.000000000002	0.54	0.0	1.0	0.55	1.0
2024-10-14 01:45	14882.5	0.56	0.0	1.0	0.57	1.0
2024-10-14 02:00	15992.5	0.58	0.0	1.0	0.59	1.0
2024-10-14 02:15	12465.000000000002	0.6	0.0	1.0	0.61	1.0
2024-10-14 02:30	11340.000000000002	0.63	0.0	1.0	0.63	1.0
2024-10-14 02:45	20655.000000000004	0.65	0.0	1.0	0.65	1.0
2024-10-14 03:00	11755.000000000002	0.67	0.0	1.0	0.67	1.0
2024-10-14 03:15	16610.0	0.69	0.0	1.0	0.69	1.0
2024-10-14 03:30	18147.5	0.71	0.0	1.0	0.71	1.0
2024-10-14 03:45	15560.000000000002	0.74	0.0	1.0	0.73	1.0
2024-10-14 04:00	13300.000000000002	0.76	0.0	1.0	0.75	1.0
2024-10-14 04:15	13430.000000000002	0.78	0.0	1.0	0.77	1.0
2024-10-14 04:30	17255.0	0.8	0.0	1.0	0.79	1.0
2024-10-14 04:45	14287.500000000002	0.82	0.0	1.0	0.81	1.0
2024-10-14 05:00	11859.999999999998	0.85	0.0	1.0	0.83	1.0
2024-10-14 05:15	15922.500000000002	0.87	0.0	1.0	0.85	1.0
2024-10-14 05:30	18350.0	0.89	0.0	1.0	0.87	1.0
2024-10-14 05:45	16732.5	0.91	0.0	1.0	0.89	1.0
2024-10-14 06:00	16840.0	0.93	0.0	1.0	0.91	1.0
2024-10-14 06:15	19725.0	0.96	0.0	1.0	0.93	1.0
2024-10-14 06:30	13217.5	0.98	0.0	1.0	0.95	1.0
2024-10-14 06:45	21870.0	1.0	0.0	1.0	0.98	1.0
2024-10-14 07:00	19105.0	1.0	0.0	1.0	1.0	1.0
2024-10-14 07:15	16490.0	1.0	0.02	1.0	1.0	1.0
2024-10-14 07:30	15642.5	1.0	0.05	1.0	1.0	1.0
2024-10-14 07:45	14212.500000000002	1.0	0.07	1.0	1.0	1.0
2024-10-14 08:00	15535.0	1.0	0.05	1.0	1.0	0.98
2024-10-14 08:15	161024.99999999997	1.0	0.02	1.0	1.0	0.95
2024-10-14 08:30	188725.0	1.0	0.0	1.0	1.0	0.93
2024-10-14 08:45	108499.99999999999	1.0	0.0	1.0	0.98	0.9
2024-10-14 09:00	166075.0	1.0	0.02	1.0	0.96	0.92
2024-10-14 09:15	171100.0	0.97	0.0	1.0	0.94	0.94
2024-10-14 09:30	187175.0	0.94	0.0	1.0	0.91	0.96
2024-10-14 09:45	170025.0	0.91	0.0	1.0	0.89	0.98
2024-10-14 10:00	158949.99999999997	0.88	0.02	1.0	0.87	1.0
2024-10-14 10:15	184350.0	0.85	0.05	1.0	0.85	1.0
2024-10-14 10:30	112350.0	0.81	0.07	0.97	0.83	1.0
2024-10-14 10:45	141000.0	0.78	0.1	0.93	0.81	0.98
2024-10-14 11:00	177300.0	0.75	0.12	0.95	0.78	0.95
2024-10-14 11:15	158600.0	0.72	0.14	0.98	0.76	0.93
2024-10-14 11:30	161625.0	0.69	0.17	1.0	0.74	0.93
2024-10-14 11:45	174549.99999999997	0.66	0.19	1.0	0.72	0.95
2024-10-14 12:00	127225.0	0.66	0.22	1.0	0.7	0.97
2024-10-14 12:15	111024.99999999999	0.66	0.24	1.0	0.68	0.99
2024-10-14 12:30	160225.0	0.66	0.26	1.0	0.66	1.0
2024-10-14 12:45	130000.0	0.63	0.29	1.0	0.63	1.0
2024-10-14 13:00	161075.0	0.6	0.31	1.0	0.65	1.0
2024-10-14 13:15	138350.00000000003	0.57	0.34	1.0	0.68	1.0
2024-10-14 13:30	125850.00000000001	0.54	0.36	1.0	0.7	1.0
2024-10-14 13:45	165125.0	0.51	0.38	1.0	0.72	0.98
2024-10-14 14:00	167974.99999999997	0.47	0.41	0.97	0.74	0.95
2024-10-14 14:15	149000.00000000003	0.44	0.38	0.93	0.71	0.93
2024-10-14 14:30	78199.99999999999	0.41	0.36	0.9	0.69	0.9
2024-10-14 14:45	188650.0	0.38	0.33	0.92	0.67	0.88
2024-10-14 15:00	188300.0	0.35	0.31	0.88	0.65	0.85
2024-10-14 15:15	129425.00000000001	0.32	0.28	0.85	0.63	0.83
2024-10-14 15:30	177800.0	0.29	0.26	0.81	0.61	0.8
2024-10-14 15:45	126750.0	0.26	0.23	0.78	0.59	0.78
2024-10-14 16:00	170300.0	0.23	0.21	0.74	0.56	0.75
2024-10-14 16:15	196850.0	0.2	0.18	0.71	0.54	0.73
2024-10-14 16:30	174525.0	0.17	0.16	0.67	0.52	0.7
2024-10-14 16:45	181425.0	0.13	0.13	0.64	0.5	0.72
2024-10-14 17:00	109550.00000000001	0.16	0.1	0.64	0.48	0.74
2024-10-14 17:15	170375.0	0.18	0.08	0.64	0.46	0.77
2024-10-14 17:30	156750.0	0.2	0.05	0.64	0.44	0.79
2024-10-14 17:45	166725.0	0.17	0.03	0.66	0.44	0.81
2024-10-14 18:00	129224.99999999999	0.14	0.0	0.69	0.44	0.83
2024-10-14 18:15	136500.0	0.11	0.0	0.71	0.41	0.85
2024-10-14 18:30	182200.0	0.08	0.0	0.73	0.39	0.87
2024-10-14 18:45	137175.0	0.08	0.0	0.76	0.37	0.89
2024-10-14 19:00	125775.00000000003	0.08	0.0	0.78	0.35	0.91
2024-10-14 19:15	110950.0	0.08	0.0	0.81	0.33	0.93
2024-10-14 19:30	123775.0	0.08	0.0	0.83	0.31	0.95
2024-10-14 19:45	152850.0	0.08	0.0	0.85	0.28	0.97
2024-10-14 20:00	153399.99999999997	0.08	0.0	0.88	0.26	1.0
2024-10-14 20:15	136950.00000000003	0.08	0.0	0.9	0.24	1.0
2024-10-14 20:30	162925.0	0.1	0.0	0.92	0.22	1.0
2024-10-14 20:45	149975.00000000003	0.12	0.0	0.95	0.22	1.0
2024-10-14 21:00	108800.00000000001	0.14	0.0	0.97	0.22	1.0
2024-10-14 21:15	183200.0	0.16	0.0	1.0	0.22	1.0
2024-10-14 21:30	116600.00000000001	0.19	0.0	1.0	0.22	1.0
2024-10-14 21:45	156950.0	0.21	0.0	1.0	0.24	1.0
2024-10-14 22:00	114550.00000000001	0.23	0.0	1.0	0.26	1.0
2024-10-14 22:15	141025.0	0.25	0.0	1.0	0.28	1.0
2024-10-14 22:30	217725.0	0.27	0.0	1.0	0.3	1.0
2024-10-14 22:45	189149.99999999997	0.3	0.0	1.0	0.32	1.0
2024-10-14 23:00	208800.0	0.32	0.0	1.0	0.34	1.0
2024-10-14 23:15	144200.0	0.34	0.0	1.0	0.36	1.0
2024-10-14 23:30	213650.0	0.36	0.0	1.0	0.38	1.0
2024-10-14 23:45	191600.0	0.38	0.0	1.0	0.4	1.0
2024-10-15 00:00	99399.99999999999	0.41	0.0	1.0	0.42	1.0
2024-10-15 00:15	91549.99999999999	0.43	0.0	1.0	0.44	1.0
2024-10-15 00:30	150550.00000000003	0.45	0.0	1.0	0.47	1.0
2024-10-15 00:45	158675.0	0.47	0.0	1.0	0.49	1.0
2024-10-15 01:00	15500.0	0.49	0.0	1.0	0.51	1.0
2024-10-15 01:15	14287.500000000002	0.52	0.0	1.0	0.53	1.0
2024-10-15 01:30	12025.000000000002	0.54	0.0	1.0	0.55	1.0
2024-10-15 01:45	14882.5	0.56	0.0	1.0	0.57	1.0
2024-10-15 02:00	15992.5	0.58	0.0	1.0	0.59	1.0
2024-10-15 02:15	12465.000000000002	0.6	0.0	1.0	0.61	1.0
2024-10-15 02:30	11340.000000000002	0.63	0.0	1.0	0.63	1.0
2024-10-15 02:45	20655.000000000004	0.65	0.0	1.0	0.65	1.0
2024-10-15 03:00	11755.000000000002	0.67	0.0	1.0	0.67	1.0
2024-10-15 03:15	16610.0	0.69	0.0	1.0	0.69	1.0
2024-10-15 03:30	18147.5	0.71	0.0	1.0	0.71	1.0
2024-10-15 03:45	15560.000000000002	0.74	0.0	1.0	0.73	1.0
2024-10-15 04:00	13300.000000000002	0.76	0.0	1.0	0.75	1.0
2024-10-15 04:15	13430.000000000002	0.78	0.0	1.0	0.77	1.0
2024-10-15 04:30	17255.0	0.8	0.0	1.0	0.79	1.0
2024-10-15 04:45	14287.500000000002	0.82	0.0	1.0	0.81	1.0
2024-10-15 05:00	11859.999999999998	0.85	0.0	1.0	0.83	1.0
2024-10-15 05:15	15922.500000000002	0.87	0.0	1.0	0.85	1.0
2024-10-15 05:30	18350.0	0.89	0.0	1.0	0.87	1.0
2024-10-15 05:45	16732.5	0.91	0.0	1.0	0.89	1.0
2024-10-15 06:00	16840.0	0.93	0.0	1.0	0.91	1.0
2024-10-15 06:15	19725.0	0.96	0.0	1.0	0.93	1.0
2024-10-15 06:30	13217.5	0.98	0.0	1.0	0.95	1.0
2024-10-15 06:45	21870.0	1.0	0.0	1.0	0.98	1.0
2024-10-15 07:00	19105.0	1.0	0.0	1.0	1.0	1.0
2024-10-15 07:15	16490.0	1.0	0.02	1.0	1.0	1.0
2024-10-15 07:30	15642.5	1.0	0.05	1.0	1.0	1.0
2024-10-15 07:45	14212.500000000002	1.0	0.07	1.0	1.0	1.0
2024-10-15 08:00	15535.0	1.0	0.05	1.0	1.0	0.98
2024-10-15 08:15	161024.99999999997	1.0	0.02	1.0	1.0	0.95
2024-10-15 08:30	188725.0	1.0	0.0	1.0	1.0	0.93
2024-10-15 08:45	108499.99999999999	1.0	0.0	1.0	0.98	0.9
2024-10-15 09:00	166075.0	1.0	0.02	1.0	0.96	0.92
2024-10-15 09:15	171100.0	0.97	0.0	1.0	0.94	0.94
2024-10-15 09:30	187175.0	0.94	0.0	1.0	0.91	0.96
2024-10-15 09:45	170025.0	0.91	0.0	1.0	0.89	0.98
2024-10-15 10:00	158949.99999999997	0.88	0.02	1.0	0.87	1.0
2024-10-15 10:15	184350.0	0.85	0.05	1.0	0.85	1.0
2024-10-15 10:30	112350.0	0.81	0.07	0.97	0.83	1.0
2024-10-15 10:45	141000.0	0.78	0.1	0.93	0.81	0.98
2024-10-15 11:00	177300.0	0.75	0.12	0.95	0.78	0.95
2024-10-15 11:15	158600.0	0.72	0.14	0.98	0.76	0.93
2024-10-15 11:30	161625.0	0.69	0.17	1.0	0.74	0.93
2024-10-15 11:45	174549.99999999997	0.66	0.19	1.0	0.72	0.95
2024-10-15 12:00	127225.0	0.66	0.22	1.0	0.7	0.97
2024-10-15 12:15	111024.99999999999	0.66	0.24	1.0	0.68	0.99
2024-10-15 12:30	160225.0	0.66	0.26	1.0	0.66	1.0
2024-10-15 12:45	130000.0	0.63	0.29	1.0	0.63	1.0
2024-10-15 13:00	161075.0	0.6	0.31	1.0	0.65	1.0
2024-10-15 13:15	138350.00000000003	0.57	0.34	1.0	0.68	1.0
2024-10-15 13:30	125850.00000000001	0.54	0.36	1.0	0.7	1.0
2024-10-15 13:45	165125.0	0.51	0.38	1.0	0.72	0.98
2024-10-15 14:00	167974.99999999997	0.47	0.41	0.97	0.74	0.95
2024-10-15 14:15	149000.00000000003	0.44	0.38	0.93	0.71	0.93
2024-10-15 14:30	78199.99999999999	0.41	0.36	0.9	0.69	0.9
2024-10-15 14:45	188650.0	0.38	0.33	0.92	0.67	0.88
2024-10-15 15:00	188300.0	0.35	0.31	0.88	0.65	0.85
2024-10-15 15:15	129425.00000000001	0.32	0.28	0.85	0.63	0.83
2024-10-15 15:30	177800.0	0.29	0.26	0.81	0.61	0.8
2024-10-15 15:45	126750.0	0.26	0.23	0.78	0.59	0.78
2024-10-15 16:00	170300.0	0.23	0.21	0.74	0.56	0.75
2024-10-15 16:15	196850.0	0.2	0.18	0.71	0.54	0.73
2024-10-15 16:30	174525.0	0.17	0.16	0.67	0.52	0.7
2024-10-15 16:45	181425.0	0.13	0.13	0.64	0.5	0.72
2024-10-15 17:00	109550.00000000001	0.16	0.1	0.64	0.48	0.74
2024-10-15 17:15	170375.0	0.18	0.08	0.64	0.46	0.77
2024-10-15 17:30	156750.0	0.2	0.05	0.64	0.44	0.79
2024-10-15 17:45	166725.0	0.17	0.03	0.66	0.44	0.81
2024-10-15 18:00	129224.99999999999	0.14	0.0	0.69	0.44	0.83
2024-10-15 18:15	136500.0	0.11	0.0	0.71	0.41	0.85
2024-10-15 18:30	182200.0	0.08	0.0	0.73	0.39	0.87
2024-10-15 18:45	137175.0	0.08	0.0	0.76	0.37	0.89
2024-10-15 19:00	125775.00000000003	0.08	0.0	0.78	0.35	0.91
2024-10-15 19:15	110950.0	0.08	0.0	0.81	0.33	0.93
2024-10-15 19:30	123775.0	0.08	0.0	0.83	0.31	0.95
2024-10-15 19:45	152850.0	0.08	0.0	0.85	0.28	0.97
2024-10-15 20:00	153399.99999999997	0.08	0.0	0.88	0.26	1.0
2024-10-15 20:15	136950.00000000003	0.08	0.0	0.9	0.24	1.0
2024-10-15 20:30	162925.0	0.1	0.0	0.92	0.22	1.0
2024-10-15 20:45	149975.00000000003	0.12	0.0	0.95	0.22	1.0
2024-10-15 21:00	108800.00000000001	0.14	0.0	0.97	0.22	1.0
2024-10-15 21:15	183200.0	0.16	0.0	1.0	0.22	1.0
2024-10-15 21:30	116600.00000000001	0.19	0.0	1.0	0.22	1.0
2024-10-15 21:45	156950.0	0.21	0.0	1.0	0.24	1.0
2024-10-15 22:00	114550.00000000001	0.23	0.0	1.0	0.26	1.0
2024-10-15 22:15	141025.0	0.25	0.0	1.0	0.28	1.0
2024-10-15 22:30	217725.0	0.27	0.0	1.0	0.3	1.0
2024-10-15 22:45	189149.99999999997	0.3	0.0	1.0	0.32	1.0
2024-10-15 23:00	208800.0	0.32	0.0	1.0	0.34	1.0
2024-10-15 23:15	144200.0	0.34	0.0	1.0	0.36	1.0
2024-10-15 23:30	213650.0	0.36	0.0	1.0	0.38	1.0
2024-10-15 23:45	191600.0	0.38	0.0	1.0	0.4	1.0
2024-10-16 00:00	99399.99999999999	0.41	0.0	1.0	0.42	1.0
